pz,pz_dir,sweep,calc_dir,real_dir,rows,H,sigma,C,Cz,H_box,sigma_eff,n_frames,p_smeared,P_contact,P_contact_err,f_s,f_s_err,P_N,P_N_err,P_b,P_b_err,P_mid_ideal,P_mid_ideal_err,Pi,Pi_err,Pc_Na,nc_Na,nmid_Na,Pc_Cl,nc_Cl,nmid_Cl,Pc_Ip,nc_Ip,nmid_Ip,Pc_Im,nc_Im,nmid_Im,Pc_G,nc_G,nmid_G
17.0,pz_17,C,results_prod_neutral/pz_17/C/ions_dipole_C_pz_17_H_3_sigma_-20_C_0.01_Cz_0.1_20260216_194123,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_17/C/ions_dipole_C_pz_17_H_3_sigma_-20_C_0.01_Cz_0.1_20260216_194123,20000,3.0,-20.0,0.01,0.1,3.0,-19.386337223,20000,27.209352052071512,31.067892026161722,0.7831351444807546,14.952100312013144,0.059178493524657094,16.115791714148582,0.8324157977152006,1.342857500841943,0.01753770382640827,2.2476977661802104,0.003652277179160845,14.772934213306637,0.8214961959540591,30.70395237844425,7.462678571428571,0.3782236111111111,-0.0004200729599251241,-0.00010209986772486776,0.021354847494553374,0.33400902414775185,0.0811817956349206,0.13150555555555557,0.03035069652965084,0.0073768187830687785,0.15584831154684098,0.0,0.0,0.14673055555555553
17.0,pz_17,C,results_prod_neutral/pz_17/C/ions_dipole_C_pz_17_H_3_sigma_-20_C_0.04_Cz_0.1_20260217_014527,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_17/C/ions_dipole_C_pz_17_H_3_sigma_-20_C_0.04_Cz_0.1_20260217_014527,19981,3.0,-20.0,0.04,0.1,3.0,-19.386337223,19981,27.209352052071512,30.851396241735706,1.180772651663367,14.85710837154583,0.05776217710656574,15.994287870189876,1.2267496058925205,2.0206229970023077,0.013804826375980796,2.5212998036551943,0.009717269730444343,13.973664873187568,1.2277047490327224,30.556238233909497,7.426776249553868,0.3918721063205069,-0.003651403420887619,-0.0008874834656084664,0.07690565903381907,0.24074131479391425,0.05851282691642564,0.13143953793849483,0.05806809645319223,0.014113607712247317,0.15117823941506753,0.0,0.0,0.14403096314325453
17.0,pz_17,C,results_prod_neutral/pz_17/C/ions_dipole_C_pz_17_H_3_sigma_-20_C_0_Cz_0.1_20260216_190335,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_17/C/ions_dipole_C_pz_17_H_3_sigma_-20_C_0_Cz_0.1_20260216_190335,20000,3.0,-20.0,0.0,0.1,3.0,-19.386337223,20000,27.209352052071512,31.08202654587807,0.6973732584798645,15.033472879109405,0.009763033044687933,16.048553666768658,0.6965382378759216,0.5947955558260162,0.012400404332114458,2.1510195440997264,0.026050681588276576,15.45375811094264,0.6908985622986754,31.000350416726633,7.534718915343913,0.3782444444444445,,,,0.08773572411585946,0.021324404761904753,0.12746388888888888,-0.0060595949644259885,-0.001472800925925928,0.1569212962962963,0.0,0.0,0.14456666666666668
17.0,pz_17,Cz,results_prod_neutral/pz_17/Cz/ions_dipole_Cz_pz_17_H_3_sigma_-20_C_0.01_Cz_0.1_20260217_022827,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_17/Cz/ions_dipole_Cz_pz_17_H_3_sigma_-20_C_0.01_Cz_0.1_20260217_022827,19176,3.0,-20.0,0.01,0.1,3.0,-19.386337223,19176,27.209352052071512,27.912979866164857,1.82668081327227,15.058090899633248,0.05254764924105907,12.85488896653161,1.8446763233206445,1.3333820504196445,0.016665127782036663,2.2521207598370907,0.00390993528027509,11.521506916111964,1.8494468105683393,27.655399629569164,6.721719590236572,0.3760818332994821,0.0,0.0,0.019833947551127013,0.2503824766209977,0.06085613734382075,0.1374304018144274,0.00719775997469276,0.0017494350063914348,0.16180114369128717,0.0,0.0,0.15146825386750618
17.0,pz_17,Cz,results_prod_neutral/pz_17/Cz/ions_dipole_Cz_pz_17_H_3_sigma_-20_C_0.01_Cz_0_20260217_014128,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_17/Cz/ions_dipole_Cz_pz_17_H_3_sigma_-20_C_0.01_Cz_0_20260217_014128,20000,3.0,-20.0,0.01,0.0,3.0,-19.386337223,20000,27.209352052071512,29.88309750144594,0.3729423695646193,15.325610201440536,0.05274794887192544,14.557487300005402,0.3946460692525437,0.7435580988660808,0.015587626409648328,1.7485578994191637,0.008100728728335444,13.813929201139322,0.38133983891840134,29.883097501445942,7.263167576058199,0.4047861111111112,0.0,0.0,0.02020561002178649,,,,,,,,,
27.6,pz_27p6,H,results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_11_sigma_-20_C_0.01_Cz_0.1_20260216_125816,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_11_sigma_-20_C_0.01_Cz_0.1_20260216_125816,20000,11.0,-20.0,0.01,0.1,11.0,-19.386337223,20000,27.209352052071512,18.31108916795168,0.43307840613909476,9.311681650765122,0.03198405261512995,8.999407517186556,0.41965404318753163,0.44173655233515313,0.00699577135900295,0.47365788686617394,0.007322827225875715,8.557670964851404,0.41448512064886717,18.293510730244044,4.446287202380952,0.031865277777777784,0.0,0.0,0.008252995642701525,0.01757843770763594,0.004272486772486768,0.07686944444444443,0.0,0.0,0.07301742919389978,0.0,0.0,0.07500555555555558
27.6,pz_27p6,H,results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_5_sigma_-20_C_0.01_Cz_0.1_20260216_125816,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_5_sigma_-20_C_0.01_Cz_0.1_20260216_125816,20000,5.0,-20.0,0.01,0.1,5.0,-19.386337223,20000,27.209352052071512,25.346275520249755,0.7437981133398025,14.219978056934053,0.07817865214628905,11.1262974633157,0.7115193823835104,0.7551219336553504,0.007971089488929932,0.9427615465847863,0.00899192735804508,10.37117552966035,0.7103637821581944,25.073541025143058,6.094191881613755,0.11379722222222219,0.0,0.0,0.015324074074074073,0.2805951316280419,0.06819940476190475,0.09656944444444444,-0.00786063652135192,-0.001910548941798943,0.10397194989106753,0.0,0.0,0.10001944444444444
27.6,pz_27p6,H,results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_7_sigma_-20_C_0.01_Cz_0.1_20260216_125816,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_7_sigma_-20_C_0.01_Cz_0.1_20260216_125816,20000,7.0,-20.0,0.01,0.1,7.0,-19.386337223,20000,27.209352052071512,22.388172757464307,0.2666326785619768,12.32155869567469,0.040510184081576986,10.06661406178962,0.3063801883992088,0.5803372214210765,0.0031265543456639637,0.6666160070220852,0.0040035939829876485,9.486276840368543,0.30544844620818506,22.312637856888944,5.423146908068782,0.062181944444444436,0.0,0.0,0.010942265795206973,0.08323226987342332,0.020229828042328035,0.08869583333333333,-0.007697369298061184,-0.0018708664021164037,0.08805691721132897,0.0,0.0,0.08889861111111111
27.6,pz_27p6,H,results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_9_sigma_-20_C_0.01_Cz_0.1_20260216_125816,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_9_sigma_-20_C_0.01_Cz_0.1_20260216_125816,20000,9.0,-20.0,0.01,0.1,9.0,-19.386337223,20000,27.209352052071512,20.103584706158493,0.8497892794089656,10.67198492641881,0.02388962297603028,9.431599779739681,0.8359500436753458,0.4811855459105624,0.007199381405792198,0.5236414429866502,0.007935483435925544,8.950414233829116,0.8379344087422668,20.075970436319203,4.879518849206348,0.03933194444444445,0.0,0.0,0.00943218954248366,0.03087281150413269,0.007503720238095236,0.08041527777777778,-0.0032585416648442792,-0.0007919973544973539,0.07671160130718954,0.0,0.0,0.07850833333333335
27.6,pz_27p6,sigma,results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_-10_C_0.01_Cz_0.1_20260216_125816,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_-10_C_0.01_Cz_0.1_20260216_125816,20000,3.0,-10.0,0.01,0.1,3.0,-10.253930431999999,20000,7.612151219539987,9.019146723818126,0.2296642741666973,4.64926154255463,0.01095256406145527,4.369885181263497,0.22715465914814292,0.9306958563665562,0.006261746028520145,1.5119565777065478,0.0034268596115954414,3.4391893248969403,0.23141532510728063,8.571621060576764,2.083355654761904,0.2501888888888889,0.003852086049515812,0.0009362599206349201,0.015465686274509805,0.34127781698467474,0.08294849537037034,0.08393472222222222,0.10239576020717353,0.024887566137566132,0.11400462962962965,0.0,0.0,0.10183055555555554
27.6,pz_27p6,sigma,results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_-15_C_0.01_Cz_0.1_20260216_125825,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_-15_C_0.01_Cz_0.1_20260216_125825,20000,3.0,-15.0,0.01,0.1,3.0,-14.459644085749998,20000,15.137072129542098,16.469065837279523,0.4723812790447455,8.659168342520697,0.02498636427432133,7.809897494758824,0.49164848521884447,1.0877643996518396,0.021249495926584285,1.8265579189772438,0.01881663029446148,6.722133095106985,0.5071123363848079,16.183195133498902,3.9333692956349195,0.3120708333333333,-0.0004608897657478091,-0.00011202050264550287,0.01820261437908497,0.24266441411707,0.05898024140211637,0.08937500000000001,0.04366717942930154,0.010613425925925925,0.12952614379084965,0.0,0.0,0.1136763888888889
27.6,pz_27p6,sigma,results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_-5_C_0.01_Cz_0.1_20260216_125815,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_-5_C_0.01_Cz_0.1_20260216_125815,20000,3.0,-5.0,0.01,0.1,3.0,-4.84658430575,20000,1.7005845032544695,3.122009449367402,0.06923001739946151,1.1505561746198771,0.0057916721557797245,1.971453274747525,0.07091485540130653,0.7090650303185508,0.004114524606748382,1.0810559436184588,0.0032890172076336416,1.262388244428974,0.07020887163310575,2.6482742946871474,0.6436702215608464,0.1650236111111111,0.018263819905408527,0.004439070767195767,0.011141067538126364,0.2951548264050418,0.07173817791005288,0.078175,0.16031650836980488,0.03896536044973544,0.09436410675381263,0.0,0.0,0.0865888888888889
27.6,pz_27p6,sigma,results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_0_C_0.01_Cz_0.1_20260216_163324,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_0_C_0.01_Cz_0.1_20260216_163324,20000,3.0,0.0,0.01,0.1,3.0,0.0,20000,0.0,0.4892353366914195,0.014227173445709767,0.0,0.0,0.4892353366914195,0.014227173445709767,0.4088492733249779,0.0010058126166434434,0.4088663137250383,0.001005415552037056,0.08038606336644163,0.014758487088346836,0.0339629838449584,0.008254794973544971,0.007329166666666666,0.04021815933728473,0.009775132275132273,0.007377450980392155,0.19102605265064682,0.046429398148148136,0.08540555555555554,0.22402814085852954,0.05445064484126984,0.08467728758169936,0.0,0.0,0.08466944444444444
27.6,pz_27p6,C,results_prod_neutral/pz_27p6/C/ions_dipole_C_pz_27p6_H_3_sigma_-20_C_0_Cz_0.1_20260217_033552,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_27p6/C/ions_dipole_C_pz_27p6_H_3_sigma_-20_C_0_Cz_0.1_20260217_033552,18514,3.0,-20.0,0.0,0.1,3.0,-19.386337223,18514,27.209352052071512,30.212037707693575,1.038222931438393,15.072682096994356,0.05805590865407899,15.139355610699218,1.0678876540765183,0.6239584658103696,0.008832812374179643,2.160662083403609,0.017906989942009125,14.515397144888848,1.0600775599459686,30.08673711683887,7.312662734706038,0.373499965616834,,,,0.11186523202542338,0.02718914684449858,0.11702360060514375,0.013435358829275582,0.0032655002586923906,0.16824603155340895,0.0,0.0,0.15165479072112958
27.6,pz_27p6,Cz,results_prod_neutral/pz_27p6/Cz/ions_dipole_Cz_pz_27p6_H_3_sigma_-20_C_0.01_Cz_0_20260217_030915,/home/fluffymelon/AntiDLVO/results_prod_neutral/pz_27p6/Cz/ions_dipole_Cz_pz_27p6_H_3_sigma_-20_C_0.01_Cz_0_20260217_030915,20000,3.0,-20.0,0.01,0.0,3.0,-19.386337223,20000,27.209352052071512,29.560739974660322,1.4319368215300154,15.295897433600064,0.05556602256146802,14.264842541060261,1.4801638553440375,0.7626482252699416,0.01115084113878476,1.7597381987712553,0.012467742758454695,13.50219431579032,1.4850636941433055,29.55950696698443,7.18451802248677,0.4065680555555556,0.0012330076758935826,0.00029968584656084654,0.021141067538126362,,,,,,,,,
